date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
6/5/2014 0:00,465000,3,2.25,1530,1245,2,0,0,3,1050,480,2014,0,2716 E Yesler Way,Seattle,WA 98122,USA
6/5/2014 0:00,584000,3,2.5,1480,1485,2,0,0,3,1280,200,2007,0,2027 Eastlake Ave E,Seattle,WA 98102,USA
6/5/2014 0:00,275000,3,3,1390,1080,2,0,0,3,1140,250,2006,0,4022 S Bozeman St,Seattle,WA 98118,USA
6/5/2014 0:00,324500,3,2.5,1660,3990,2,0,0,3,1660,0,2009,0,8132 Wolcott Ave S,Seattle,WA 98118,USA
6/5/2014 0:00,700000,3,2.5,2050,4185,2,0,0,3,2050,0,2011,0,8708 12th Ave NW,Seattle,WA 98117,USA
6/6/2014 0:00,385200,4,1,1550,7740,1.5,0,0,3,1550,0,1954,2005,9014 34th Ave SW,Seattle,WA 98126,USA
6/6/2014 0:00,270000,4,2.25,1900,8600,1,0,0,4,1900,0,1975,0,32624 39th Pl SW,Federal Way,WA 98023,USA
6/6/2014 0:00,735000,4,2.5,2820,6180,2,0,0,3,2050,770,2013,1923,3958 S Lucile St,Seattle,WA 98118,USA
6/6/2014 0:00,389250,2,1.5,1490,4080,1,0,0,3,930,560,1956,2001,3738 SW Ida St,Seattle,WA 98126,USA
6/6/2014 0:00,315000,3,1.5,1750,12500,1,0,0,3,1150,600,1954,2005,32901 SE 43rd St,Fall City,WA 98024,USA
6/6/2014 0:00,545000,4,2.5,2040,6034,2,0,0,3,2040,0,1990,2009,9106 5th Ave NE,Seattle,WA 98115,USA
6/6/2014 0:00,550000,3,1.5,1900,5000,1.5,0,0,3,1640,260,1926,2003,6810 31st Ave NE,Seattle,WA 98115,USA
6/6/2014 0:00,415000,3,1.75,1910,12596,1,0,0,3,1340,570,1977,2004,15505 180 Ave NE,Woodinville,WA 98072,USA
6/6/2014 0:00,387500,3,1,1560,14333,1,0,0,4,1560,0,1953,1983,18975 Marine View Dr SW,Normandy Park,WA 98166,USA
6/6/2014 0:00,432000,3,1.75,1470,6250,1,0,3,4,1070,400,1939,1989,3715 NE 153rd St,Lake Forest Park,WA 98155,USA
6/6/2014 0:00,402000,3,2.5,2700,9994,1,0,3,4,1350,1350,1959,0,22728 10th Ave S,Des Moines,WA 98198,USA
6/6/2014 0:00,1035000,4,3.25,3450,11240,2,0,3,4,2430,1020,1960,2001,Indian Trail,Burien,WA 98166,USA
6/6/2014 0:00,294700,3,2,1970,9600,1,0,0,4,1300,670,1967,0,2604 S 357th St,Federal Way,WA 98003,USA
6/6/2014 0:00,744000,3,2.5,2670,12187,2,0,0,3,2670,0,1986,0,6935 142nd Ct NE,Redmond,WA 98052,USA
6/6/2014 0:00,715000,3,2.5,2550,13458,2,0,0,3,2550,0,1990,2009,4967 165th Pl SE,Bellevue,WA 98006,USA
6/6/2014 0:00,500000,4,1,1720,4011,1.5,0,0,4,1720,0,1904,0,3004 NW 59th St,Seattle,WA 98107,USA
6/6/2014 0:00,1300000,4,4,4270,6002,2,0,3,3,3180,1090,2004,2003,1645 30th Ave NE,Issaquah,WA 98029,USA
6/6/2014 0:00,1150000,3,1.5,2170,16600,1,1,2,3,1130,1040,1979,2014,2244 West Lake Sammamish Pkwy NE,Redmond,WA 98052,USA
6/6/2014 0:00,650000,4,2.5,2840,9354,2,0,0,3,2840,0,1990,2009,1920 224th Pl NE,Sammamish,WA 98074,USA
6/6/2014 0:00,435000,4,2.75,3270,50994,2,0,0,4,2720,550,1983,0,19011 SE 283rd St,Kent,WA 98042,USA
6/6/2014 0:00,510000,3,1.75,1480,7040,1,0,0,3,1480,0,1974,0,7517 128th Pl NE,Kirkland,WA 98033,USA
6/6/2014 0:00,525000,5,2.75,2440,8000,1,0,0,4,1240,1200,1972,0,12806 NE 141st Ct,Kirkland,WA 98034,USA
6/6/2014 0:00,920000,4,2.75,2880,5750,1.5,0,0,5,1710,1170,1928,1970,1718 44th Ave SW,Seattle,WA 98116,USA
6/6/2014 0:00,200000,2,1,1730,9610,1,0,0,3,1380,350,1962,2003,34033 39th Ave S,Auburn,WA 98001,USA
6/6/2014 0:00,435000,2,1,1260,4080,1.5,0,0,5,1260,0,1926,0,802 NE 80th St,Seattle,WA 98115,USA
6/6/2014 0:00,809950,4,2,2230,9900,1.5,0,0,5,2230,0,1959,0,12519 SE 15th St,Bellevue,WA 98005,USA
6/6/2014 0:00,1370000,2,2.25,2460,16940,1.5,0,4,4,1930,530,1936,0,6827 36th Ave NW,Seattle,WA 98117,USA
6/6/2014 0:00,455000,4,1.75,2050,94525,1,0,0,4,1250,800,1959,0,17019 193rd Ave SE,Renton,WA 98058,USA
6/6/2014 0:00,471000,3,2.5,2030,2805,2,0,0,3,1720,310,2001,0,23 Sunset Ct NW,Issaquah,WA 98027,USA
6/6/2014 0:00,253500,2,1,810,4800,1,0,0,3,810,0,1948,1994,8850 34th Ave SW,Seattle,WA 98126,USA
6/6/2014 0:00,185000,3,1,1840,8100,1,0,0,4,920,920,1953,1983,16433 12th Ave SW,Burien,WA 98166,USA
6/6/2014 0:00,535500,3,1.5,1730,40250,2,0,0,4,1730,0,1983,0,16718-16726 171st Pl NE,Woodinville,WA 98072,USA
6/6/2014 0:00,835000,2,2,2280,6815,1,0,0,3,2280,0,2002,0,12439 235th Pl NE,Redmond,WA 98053,USA
6/6/2014 0:00,589500,4,2.5,2630,6326,2,0,0,3,2630,0,2008,0,34917 SE Moffat St,Snoqualmie,WA 98065,USA
6/6/2014 0:00,680000,3,2.25,2270,23900,1,0,0,3,1820,450,1975,0,1023 NW 166th St,Shoreline,WA 98177,USA
6/6/2014 0:00,360000,3,1.75,1020,7020,1.5,0,0,4,1020,0,1953,1983,1231 NE 148th St,Shoreline,WA 98155,USA
6/6/2014 0:00,595000,4,2.5,1990,2175,2,0,0,3,1680,310,2005,0,1102 NW 56th St,Seattle,WA 98107,USA
6/6/2014 0:00,300000,4,2.5,2680,15508,2,0,0,3,2680,0,1999,0,4620 SW 333rd Ct,Federal Way,WA 98023,USA
6/6/2014 0:00,660000,3,1.75,1980,3300,1.5,0,0,4,1140,840,1926,1993,6040 27th Ave NE,Seattle,WA 98115,USA
6/6/2014 0:00,570000,3,2.5,2400,6975,2,0,0,3,2400,0,1993,0,12032-12038 SE 76th St,Newcastle,WA 98056,USA
6/6/2014 0:00,285000,2,1,780,5000,1,0,0,4,780,0,1943,0,10222 18th Ave SW,Seattle,WA 98146,USA
6/6/2014 0:00,435000,3,2,980,5000,1,0,0,3,980,0,1940,1996,830 Davis Pl S,Seattle,WA 98144,USA
6/6/2014 0:00,160000,3,1,1210,103237,1,0,0,2,1210,0,1918,1960,20505 Vashon Ave,Vashon,WA 98070,USA
6/6/2014 0:00,805000,5,2.5,4600,19831,1,0,3,3,2300,2300,1956,2013,18015 15th Ave NW,Shoreline,WA 98177,USA
6/6/2014 0:00,450000,3,2.5,1480,1961,2,0,0,3,1480,0,2005,0,2336 NE Park Dr,Issaquah,WA 98029,USA
6/6/2014 0:00,510000,4,1.5,1320,14250,1,0,0,4,1320,0,1954,1979,11240 106th Ave NE,Kirkland,WA 98033,USA
6/6/2014 0:00,1120000,5,2.75,4400,18500,1,0,3,5,2250,2150,1963,0,15530-15998 61st Ave NE,Kenmore,WA 98028,USA
6/6/2014 0:00,1280000,4,3.5,3010,3600,2,0,0,3,2370,640,1999,0,1622 38th Ave E,Seattle,WA 98112,USA
6/6/2014 0:00,539000,3,2,2260,9568,1,0,0,3,1780,480,1985,0,21132 NE 42nd St,Sammamish,WA 98074,USA
6/6/2014 0:00,407193,4,2,1880,14653,2,0,0,3,1880,0,1978,0,31229 NE 111th St,Carnation,WA 98014,USA
6/6/2014 0:00,320000,3,1.75,1370,9900,1,0,0,4,1370,0,1983,0,99 17th Ave,Milton,WA 98354,USA
6/6/2014 0:00,739000,4,3,2720,3800,2,0,0,5,1800,920,1919,1934,6326 20th Ave NE,Seattle,WA 98115,USA
6/6/2014 0:00,452000,2,1.75,1740,5400,1,0,0,4,990,750,1946,1989,9411 44th Pl NE,Seattle,WA 98115,USA
6/6/2014 0:00,600000,4,2.5,2560,5593,2,0,0,3,2560,0,2001,0,22801-22899 NE 100th Pl,Redmond,WA 98053,USA
6/6/2014 0:00,279000,5,2.5,2690,5557,2,0,0,3,2690,0,2012,1912,6421 S 124th St,Seattle,WA 98178,USA
6/6/2014 0:00,895000,4,3,3240,5562,2,0,0,3,3240,0,2013,1923,1852 271st Ave SE,Sammamish,WA 98075,USA
6/6/2014 0:00,585000,4,2.5,2430,4747,2,0,0,3,2430,0,2008,0,360 SE Bush St,Issaquah,WA 98027,USA
6/6/2014 0:00,405000,2,2,1405,1073,2,0,0,3,1140,265,2007,0,1111 29th Ave,Seattle,WA 98122,USA
6/6/2014 0:00,837219,5,2.75,3030,7679,2,0,0,3,3030,0,2014,0,1855-1899 212th Ave SE,Sammamish,WA 98075,USA
6/6/2014 0:00,969990,4,2.5,4150,8436,2,0,0,3,4150,0,2014,0,3324 225th Ave SE,Sammamish,WA 98075,USA
6/7/2014 0:00,490000,3,3,1730,2940,3,0,0,3,1730,0,1985,0,2639 NW 86th St,Seattle,WA 98117,USA
6/7/2014 0:00,611000,6,2.5,3820,53173,1,0,0,4,2040,1780,1974,0,820 Idylwood Dr SW,Issaquah,WA 98027,USA
6/7/2014 0:00,462000,4,2.5,3070,6432,2,0,0,3,3070,0,2006,0,3474 Wells Ave S,Renton,WA 98055,USA
6/8/2014 0:00,540000,4,2.5,1780,4169,2,0,0,3,1780,0,1994,0,25025 SE 42nd St,Issaquah,WA 98029,USA
6/8/2014 0:00,260000,4,2.5,1811,4381,2,0,0,3,1811,0,2007,0,16603 113th Ave SE,Renton,WA 98055,USA
6/8/2014 0:00,510000,4,2.25,2450,62290,2,0,0,3,2450,0,1976,0,18121 197th Pl NE,Woodinville,WA 98077,USA
6/8/2014 0:00,567500,3,2.5,2300,7398,2,0,0,3,2300,0,2001,0,7075-7131 Thompson Ave SE,Snoqualmie,WA 98065,USA
6/8/2014 0:00,445000,2,1,1440,3225,1,0,0,3,960,480,1915,0,1608 N 50th St,Seattle,WA 98103,USA
6/8/2014 0:00,684680,4,2.25,2370,9360,2,0,0,4,2370,0,1979,0,16314 NE 46th St,Redmond,WA 98052,USA
6/8/2014 0:00,2700000,4,3.25,4420,7850,2,1,4,3,3150,1270,2001,0,17834 SE 40th Pl,Bellevue,WA 98008,USA
6/8/2014 0:00,455000,3,1,1300,3550,1.5,0,0,3,1300,0,1927,2011,5606 8th Ave NE,Seattle,WA 98105,USA
6/8/2014 0:00,540000,5,3,2870,4369,2,0,0,3,2090,780,2007,0,11175 NE 162nd St,Bothell,WA 98011,USA
6/8/2014 0:00,530000,3,2.75,3400,7200,2,0,2,3,2470,930,2009,0,353 Bronson Way NE,Renton,WA 98056,USA
6/9/2014 0:00,410000,3,1,1410,5060,1,0,0,4,910,500,1956,0,10711 Ashworth Ave N,Seattle,WA 98133,USA
6/9/2014 0:00,450000,3,1.75,1640,13500,1,0,0,3,1110,530,1940,1996,12016 23rd Ave NE,Seattle,WA 98125,USA
6/9/2014 0:00,609900,4,2.5,3190,7399,2,0,0,3,3190,0,2006,0,27465 254th Way SE,Maple Valley,WA 98038,USA
6/9/2014 0:00,648000,4,2.5,2380,13435,2,0,0,3,2380,0,1992,0,3008 233rd Ave SE,Issaquah,WA 98075,USA
6/9/2014 0:00,550000,3,2.5,2260,4165,2,0,0,3,2260,0,2005,0,24811 SE 19th St,Sammamish,WA 98075,USA
6/9/2014 0:00,347000,3,1.75,1240,8050,1,0,0,4,1240,0,1978,2000,22207 Daeila Dr,Sammamish,WA 98074,USA
6/9/2014 0:00,1635000,5,3.5,4220,26784,1,0,0,3,2110,2110,1958,2006,400 Detwiller Ln,Bellevue,WA 98004,USA
6/9/2014 0:00,1339000,4,2.5,4250,19387,2,0,2,4,3260,990,1972,0,9426 SE 52nd St,Mercer Island,WA 98040,USA
6/9/2014 0:00,288350,3,1.5,1860,7963,1,0,0,3,1200,660,1963,2008,5162 S 170th St,Tukwila,WA 98188,USA
6/9/2014 0:00,1150000,3,2.5,2850,10474,1,0,0,4,1730,1120,1954,1979,9824 NE 13th St,Bellevue,WA 98004,USA
6/9/2014 0:00,525000,3,3,2470,36445,2,0,0,4,2470,0,1980,0,25616 SE 152nd St,Issaquah,WA 98027,USA
6/9/2014 0:00,250250,3,2.25,2210,8000,2,0,0,4,2210,0,1969,0,3652 SW 328th St,Federal Way,WA 98023,USA
6/9/2014 0:00,341000,4,1.75,1920,7665,1,0,0,4,1500,420,1975,0,16016 SE 173rd St,Renton,WA 98058,USA
6/9/2014 0:00,700000,4,3,3150,7778,2,0,0,3,3150,0,2000,0,24012 SE 13th Pl,Sammamish,WA 98075,USA
6/9/2014 0:00,390000,4,1.75,2700,7875,1.5,0,0,4,2700,0,1968,0,16518-16526 147th Ave SE,Renton,WA 98058,USA
6/9/2014 0:00,539950,3,2.25,2190,7149,1,0,1,4,1240,950,1963,0,3600-3698 Wells Ave N,Renton,WA 98056,USA
6/9/2014 0:00,552000,2,2.5,1380,951,3,0,0,3,1380,0,2006,0,5010 Greenwood Ave N,Seattle,WA 98103,USA
6/9/2014 0:00,250000,5,1.5,2520,5753,1.5,0,0,4,1510,1010,1928,0,2134 Montgomery Ave,Enumclaw,WA 98022,USA
6/9/2014 0:00,502000,3,1.75,1300,8800,1,0,0,4,1300,0,1963,0,16805 NE 12th St,Bellevue,WA 98008,USA
6/9/2014 0:00,480000,4,1.75,2220,6500,2,0,3,4,2220,0,1964,0,16905 33rd Ave SW,Burien,WA 98166,USA
6/9/2014 0:00,378500,2,1,730,7528,1,0,0,3,730,0,1946,0,2048 NE 97th St,Seattle,WA 98115,USA
6/9/2014 0:00,1350000,4,3.25,3300,15907,2,0,0,5,3300,0,1985,0,9213 SE 68th St,Mercer Island,WA 98040,USA
6/9/2014 0:00,1900000,4,3.25,4130,112521,2,0,0,3,4130,0,1978,0,13117 NE 33rd St,Bellevue,WA 98005,USA
6/9/2014 0:00,605000,3,2.5,2670,47480,2,0,3,3,2670,0,1981,2013,16901-17007 NE 160th Pl,Woodinville,WA 98072,USA
6/9/2014 0:00,307550,4,2.5,1980,5909,2,0,0,3,1980,0,2003,0,11717 SE 234th Pl,Kent,WA 98031,USA
6/9/2014 0:00,304700,2,1,740,5995,1,0,0,4,740,0,1949,1985,13715 Wallingford Ave N,Seattle,WA 98133,USA
6/9/2014 0:00,568000,3,1.75,2050,3520,1,0,0,4,1070,980,1977,0,5404-5410 Beach Dr SW,Seattle,WA 98136,USA
6/9/2014 0:00,385000,3,1.75,1230,7500,1,0,0,3,1230,0,1987,2000,14407 88th Ave NE,Kirkland,WA 98034,USA
6/9/2014 0:00,345000,3,2.5,1210,1420,3,0,0,3,1210,0,2008,0,717 N 95th St,Seattle,WA 98103,USA
6/9/2014 0:00,435000,3,2.25,1890,7200,1,0,0,4,1230,660,1973,0,1021 NE 120th St,Seattle,WA 98125,USA
6/9/2014 0:00,579000,2,2,1870,6275,1,0,0,3,1870,0,2003,0,12524 231st Ave NE,Redmond,WA 98053,USA
6/9/2014 0:00,236000,3,1.75,1330,6301,1,0,0,3,1330,0,1998,2006,3802 I Pl NE,Auburn,WA 98002,USA
6/9/2014 0:00,305100,3,2,1590,35988,1,0,0,4,1590,0,1974,0,18429 W Lake Desire Dr SE,Renton,WA 98058,USA
6/9/2014 0:00,368000,3,1.75,1710,10800,1,0,0,4,1710,0,1958,1972,15303 75th Ave NE,Kenmore,WA 98028,USA
6/9/2014 0:00,255000,2,1,1200,9000,1,0,2,5,1200,0,1917,0,22018 8th Pl S,Des Moines,WA 98198,USA
6/9/2014 0:00,400000,2,1,1140,5100,1,0,0,3,1140,0,1942,1999,3922 SW Kenyon St,Seattle,WA 98136,USA
6/9/2014 0:00,440000,3,1.75,2240,8153,1,0,0,3,1120,1120,1948,1994,13749 1st Ave NE,Seattle,WA 98125,USA
6/9/2014 0:00,417000,2,1,920,6600,1,0,0,3,920,0,1919,2003,6321 51st Ave S,Seattle,WA 98118,USA
6/9/2014 0:00,435000,2,1,800,5000,1,0,0,3,800,0,1906,2014,1111 NW 64th St,Seattle,WA 98107,USA
6/9/2014 0:00,475000,4,2.75,1980,11443,1,0,0,5,1980,0,1952,1998,19523 53rd Ave NE,Lake Forest Park,WA 98155,USA
6/9/2014 0:00,563500,4,2.5,2800,12831,2,0,0,3,2800,0,2001,0,15415 279th Pl NE,Duvall,WA 98019,USA
6/9/2014 0:00,285000,3,2.25,1680,35127,2,0,0,3,1680,0,1987,2000,20615 SE 334th St,Auburn,WA 98092,USA
6/9/2014 0:00,471000,4,2.5,2330,9928,2,0,0,3,2330,0,1998,2006,275 SE 10th Cir,North Bend,WA 98045,USA
6/9/2014 0:00,500000,4,1.75,2240,9886,1.5,0,0,4,2240,0,1965,0,16725 NE 22nd St,Bellevue,WA 98008,USA
6/9/2014 0:00,640000,3,2.5,2140,8925,2,0,0,3,2140,0,1991,0,23359 NE 24th Pl,Sammamish,WA 98074,USA
6/9/2014 0:00,442500,4,2.5,2170,14024,2,0,0,3,2170,0,1992,0,27518 NE 147th Ln,Duvall,WA 98019,USA
6/9/2014 0:00,213400,3,1.5,1150,8686,1,0,0,4,1150,0,1963,0,11002 SE 180th St,Renton,WA 98055,USA
6/9/2014 0:00,831000,4,2.5,2030,3905,1.5,0,0,4,1630,400,1926,1993,3912 Ashworth Ave N,Seattle,WA 98103,USA
6/9/2014 0:00,325000,3,2,1350,11805,1,0,0,3,1350,0,1986,0,14329 275th Ave NE,Duvall,WA 98019,USA
6/9/2014 0:00,425000,2,1,910,4635,1,0,0,4,910,0,1905,0,6311-6399 28th Ave NW,Seattle,WA 98107,USA
6/9/2014 0:00,550000,4,2.5,2700,5100,1,0,0,4,1440,1260,1968,0,3946 SW Portland St,Seattle,WA 98136,USA
6/9/2014 0:00,599950,4,3.5,3730,15029,2,0,2,3,2440,1290,1991,0,24702 132nd Ct SE,Kent,WA 98042,USA
6/9/2014 0:00,1225000,4,2.5,2740,16007,2,0,0,3,2740,0,1984,0,2557 Medina Cir,Medina,WA 98039,USA
6/9/2014 0:00,750000,4,3.25,2050,5000,2,0,0,4,1370,680,1987,0,427 27th Ave E,Seattle,WA 98112,USA
6/9/2014 0:00,290000,4,3,2390,4500,2,0,0,3,2390,0,1974,0,312 Wells Ave N,Renton,WA 98057,USA
6/9/2014 0:00,270000,4,2.75,1990,7252,1,0,0,3,1270,720,1999,0,2820 V Ct SE,Auburn,WA 98002,USA
6/9/2014 0:00,229950,4,1.75,1300,21000,1,0,0,4,1300,0,1969,0,32838 38th Ave S,Federal Way,WA 98001,USA
6/9/2014 0:00,234999,3,1,1330,8912,1,0,0,3,1330,0,1948,1994,4725 S 172nd St,SeaTac,WA 98188,USA
6/9/2014 0:00,265000,2,1,1000,31505,1,0,0,3,1000,0,1960,2012,32823 NE 195th St,Duvall,WA 98019,USA
6/9/2014 0:00,367300,4,2.75,2190,14937,2,0,0,3,2190,0,1993,0,4816 S 277th Pl,Auburn,WA 98001,USA
6/9/2014 0:00,550000,3,1.75,1380,3402,1.5,0,0,3,1380,0,1900,2000,929 24th Ave,Seattle,WA 98122,USA
6/9/2014 0:00,743700,4,2.5,2610,33206,2,0,0,3,2610,0,1988,2000,21306 NE 69th Ct,Redmond,WA 98053,USA
6/9/2014 0:00,352750,2,1.75,1060,1241,2,0,0,3,960,100,2008,0,323 25th Ave S,Seattle,WA 98144,USA
6/9/2014 0:00,403950,2,1,710,1136,2,0,0,4,710,0,1943,0,2360 Fairview Ave E,Seattle,WA 98102,USA
6/9/2014 0:00,980000,4,2.5,2730,4800,1.5,0,0,5,2230,500,1909,1988,2518 1st Ave W,Seattle,WA 98119,USA
6/9/2014 0:00,585000,4,1.75,2470,131790,2,0,2,3,2470,0,1937,1999,18206 McLean Rd SW,Vashon,WA 98070,USA
6/9/2014 0:00,554000,3,1.75,1760,10780,1,0,0,3,1760,0,1977,2004,1829 140th Ave SE,Bellevue,WA 98005,USA
6/9/2014 0:00,546000,3,2.5,1530,3464,2,0,0,3,1530,0,1998,2006,15004 NE 8th Pl,Bellevue,WA 98007,USA
6/9/2014 0:00,280000,2,1.75,1610,158558,1.5,0,0,2,1610,0,1948,0,7704 376th Ave SE,Snoqualmie,WA 98065,USA
6/9/2014 0:00,212500,2,2,1030,21712,1,0,0,4,1030,0,1938,0,12450 2nd Ave S,Seattle,WA 98168,USA
6/9/2014 0:00,739000,4,2.5,2800,246114,2,0,0,3,2800,0,1999,0,6209 284th Way NE,Carnation,WA 98014,USA
6/9/2014 0:00,428000,3,2,1310,2550,1,0,0,3,780,530,1986,0,8519 Fremont Ave N,Seattle,WA 98103,USA
6/9/2014 0:00,965000,4,2.25,3160,34560,1,0,0,4,3160,0,1981,0,14461 156th Ave NE,Woodinville,WA 98072,USA
6/9/2014 0:00,364900,3,3,2500,8304,2,0,0,3,2500,0,1997,0,13124 SE 223rd Ct,Kent,WA 98031,USA
6/9/2014 0:00,559000,3,1.5,2070,5386,1,0,0,4,1140,930,1948,0,8328 14th Ave NW,Seattle,WA 98117,USA
6/9/2014 0:00,213000,4,1.75,1980,9000,1,0,0,2,1480,500,1978,0,32835 38th Ct SW,Federal Way,WA 98023,USA
6/9/2014 0:00,620000,3,2.5,2590,7237,2,0,0,3,2590,0,2004,2003,11331 19th Ave NE,Seattle,WA 98125,USA
6/9/2014 0:00,240000,4,1,1910,16320,1.5,0,0,3,1910,0,1934,1978,9817 26th Ave SW,Seattle,WA 98106,USA
6/9/2014 0:00,852500,3,2.5,2630,10100,1,0,0,4,1580,1050,1967,0,14008 SE 45th Ct,Bellevue,WA 98006,USA
6/9/2014 0:00,600000,3,2.5,2630,77972,2,0,0,3,2630,0,2004,2003,31611 NE Cherry Valley Rd,Duvall,WA 98019,USA
6/9/2014 0:00,410000,3,2.5,1960,4400,2,0,0,3,1960,0,2006,0,33823 SE Odell St,Snoqualmie,WA 98065,USA
6/9/2014 0:00,328000,3,1.75,1440,45302,2,0,0,3,1440,0,1977,2004,31720 NE 123rd St,Duvall,WA 98019,USA
6/9/2014 0:00,625000,3,1.75,2210,16200,1,0,0,3,1390,820,1958,2004,2022 123rd Ave SE,Bellevue,WA 98005,USA
6/9/2014 0:00,649950,4,2.5,2350,63162,2,0,0,4,2350,0,1994,0,21601-21799 NE 175th St,Woodinville,WA 98077,USA
6/9/2014 0:00,235000,3,1,1590,13000,1.5,0,0,3,1590,0,1944,0,13726-13736 8th Ave SW,Burien,WA 98166,USA
6/9/2014 0:00,489000,3,3.5,1500,1249,2,0,0,3,1240,260,2004,2003,6008 14th Ave NW,Seattle,WA 98107,USA
6/9/2014 0:00,536000,3,2.5,1900,6224,2,0,0,3,1900,0,2005,0,1706 251st Pl SE,Sammamish,WA 98075,USA
6/9/2014 0:00,400000,4,3.5,2370,3692,2.5,0,0,3,2370,0,2013,1923,3704 NE 14th St,Renton,WA 98056,USA
6/9/2014 0:00,398000,3,2.5,1720,1715,2,0,0,3,1240,480,2004,2003,6006 41st Ave SW,Seattle,WA 98136,USA
6/9/2014 0:00,379000,4,1.5,2020,7560,1,0,0,4,2020,0,1960,2001,11303 146th Ave SE,Renton,WA 98059,USA
6/9/2014 0:00,345000,2,1.5,1340,1210,2,0,0,3,1120,220,2008,0,1718-1748 21st Ave S,Seattle,WA 98144,USA
6/9/2014 0:00,365000,3,2.5,1800,2700,2,0,0,3,1800,0,2011,0,2803 SW Bataan St,Seattle,WA 98126,USA
6/9/2014 0:00,315000,3,2.5,1480,1590,2,0,0,3,1150,330,2010,0,2202 SW Elmgrove St,Seattle,WA 98106,USA
6/10/2014 0:00,571000,4,2,2750,7807,1.5,0,0,5,2250,500,1916,0,12042 38th Ave NE,Seattle,WA 98125,USA
6/10/2014 0:00,1025000,5,4,3760,28040,2,0,0,3,3760,0,1983,2009,4143 118th Ave NE,Kirkland,WA 98033,USA
6/10/2014 0:00,695000,3,2.75,2540,4694,2,0,0,3,2540,0,2005,0,1306 236th Pl NE,Sammamish,WA 98074,USA
6/10/2014 0:00,225000,3,1.75,1760,26055,1,0,0,3,920,840,1979,2014,18035 SE 262nd Pl,Covington,WA 98042,USA
6/10/2014 0:00,740000,3,2.5,3000,25341,2,0,0,3,3000,0,1995,0,7617 245th Way NE,Redmond,WA 98053,USA
6/10/2014 0:00,315000,4,2.5,1930,9643,2,0,0,4,1930,0,1992,0,12108 SE 218th Pl,Kent,WA 98031,USA
6/10/2014 0:00,1230000,4,2.5,3040,7000,2,0,0,3,3040,0,2001,0,7024 SE 20th St,Mercer Island,WA 98040,USA
6/10/2014 0:00,420000,2,1,860,3880,1,0,0,4,860,0,1916,0,7743 27th Ave NW,Seattle,WA 98117,USA
6/10/2014 0:00,310000,3,1.75,1420,7650,1,0,0,4,1100,320,1984,0,2714 NE 4th Ct,Renton,WA 98056,USA
6/10/2014 0:00,700000,3,2,2080,3880,1,0,0,5,1160,920,1954,0,7735 27th Ave NW,Seattle,WA 98117,USA
6/10/2014 0:00,269000,3,2.5,1560,4200,2,0,0,3,1560,0,2003,0,23620 SE 243rd Pl,Maple Valley,WA 98038,USA
6/10/2014 0:00,369990,4,2.5,1960,7133,2,0,0,3,1960,0,2002,0,2125 NE 6th Cir,Renton,WA 98056,USA
6/10/2014 0:00,800000,3,2.25,1620,4500,2,0,0,4,1620,0,1926,1993,2565-2599 3rd Ave W,Seattle,WA 98119,USA
6/10/2014 0:00,569000,5,3,3670,10583,1,0,0,5,2060,1610,1952,1998,5011 NE 180th St,Lake Forest Park,WA 98155,USA
6/10/2014 0:00,175000,6,1.5,1930,8400,1,0,0,3,1030,900,1971,0,416 SW 130th St,Burien,WA 98146,USA
6/10/2014 0:00,440000,3,1.5,1290,1286,3,0,0,3,1290,0,2000,0,4507 Linden Ave N,Seattle,WA 98103,USA
6/10/2014 0:00,435000,5,2.25,1970,15247,1,0,0,3,1450,520,1986,0,4309 327th Pl SE,Fall City,WA 98024,USA
6/10/2014 0:00,345000,3,1.75,1540,6909,1,0,0,4,920,620,1955,2009,16000-16098 15th Ave NE,Shoreline,WA 98155,USA
6/10/2014 0:00,558000,4,2,2180,3870,1,0,0,3,1020,1160,1900,2005,729 23rd Ave,Seattle,WA 98122,USA
6/10/2014 0:00,475000,2,1.75,1490,224334,1,0,2,3,1490,0,1983,2009,5050-5132 Foster Ave SE,Auburn,WA 98092,USA
6/10/2014 0:00,490000,3,2,2220,10275,2,0,0,3,1640,580,1980,0,15 Mt Pilchuck Ave NW,Issaquah,WA 98027,USA
6/10/2014 0:00,335000,3,1.75,2430,9133,1,0,0,4,1410,1020,1978,2000,4618 NE 22nd Pl,Renton,WA 98059,USA
6/10/2014 0:00,350000,2,0.75,1392,43710,1.5,0,0,4,1392,0,1978,2000,17404 94th Ave SW,Vashon,WA 98070,USA
6/10/2014 0:00,100000,4,1,1120,2685,1,0,0,3,860,260,1939,1969,1006 N 5th St,Renton,WA 98057,USA
6/10/2014 0:00,417500,4,1,1390,10800,1.5,0,0,4,1390,0,1941,1998,115 NW 132nd St,Seattle,WA 98177,USA
6/10/2014 0:00,253000,3,1.75,2040,7281,1,0,0,3,1020,1020,1962,2003,4056 S 151st St,Tukwila,WA 98188,USA
6/10/2014 0:00,1240000,5,3,2830,7500,2,0,0,3,2460,370,1923,1998,4007 48th Ave NE,Seattle,WA 98105,USA
6/10/2014 0:00,490000,4,2.5,3020,8302,2,0,0,4,3020,0,1994,0,26529 161st Ave SE,Covington,WA 98042,USA
